z,n.n+n.z,symbol,"energy [keV]",halflife,spin,"magnetic dipole [nm]",method,description,nsr,journal,indc
20,40,Ca,4491,"295 ps",5-,+2.6(5),IPAD,"Integral Perturbed Angular Distribution",1974He13,"PR C10 919 (74)",indc-nds-0816
20,41,Ca,3830,"3.0 ns",15/2+,+2.18(15),TDPAD,"Time Dependent Perturbed Angular Distribution",1975Yo05,"PR C12 1358 (75)",indc-nds-0816
20,42,Ca,3189,"5.3 ns",6+,-2.49(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1975Yo02,"PRL 35 497 (75)",indc-nds-0816
20,42,Ca,1525,"0.83 ps",2+,+0.08(12),TF,"Transient Field integral perturbed angular correlation",2003Sc21,"PL B571 29 (03)",indc-nds-0816
20,43,Ca,0,stable,7/2-,-1.31733(6),NMR,"Nuclear Magnetic Resonance",2013An23,"CPL 588 57 (2013)",indc-nds-0794
20,44,Ca,1157,"2.7 ps",2+,+0.34(6),TF,"Transient Field integral perturbed angular correlation",2003Sc21,"PL B571 29 (03)",indc-nds-0816
20,45,Ca,0,"162.6 d",7/2-,-1.3264(13),CLS,"Resonance Cell Laser Spectroscopy",2015Ru02,"PR C91 041304(R)(2015)",indc-nds-0794
20,46,Ca,1346,"3.6 ps",2+,-0.52(12),TF,"Transient Field integral perturbed angular correlation",2005Ta02,"PL B605 265 (05)",indc-nds-0816
20,47,Ca,0,"4.54 d",7/2-,-1.4064(11),CLS,"Resonance Cell Laser Spectroscopy",2015Ru02,"PR C91 041304(R)(2015)",indc-nds-0794
20,49,Ca,0,"8.72 m",3/2-,-1.3799(8),CLS,"Resonance Cell Laser Spectroscopy",2015Ru02,"PR C91 041304(R)(2015)",indc-nds-0794
20,51,Ca,0,"10.0 s",3/2-,-1.0496(11),CLS,"Resonance Cell Laser Spectroscopy",2015Ru02,"PR C91 041304(R)(2015)",indc-nds-0794
21,41,Sc,0,"0.60 s",7/2-,+5.4283(14),b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1990Mi16," NP A516 365 (90)",indc-nds-0794
21,43,Sc,0,"3.89 h",7/2-,+4.526(10),CLS,"Resonance Cell Laser Spectroscopy",2011Av01,"J.Phys.G 38 025104 (2011)",indc-nds-0794
21,43,Sc,152,"438 ms",3/2+,+0.348(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1977Mi10,"PR C16 1605 (77)",indc-nds-0816
21,43,Sc,3124,"472 ns",19/2-,+3.122(7),TDPAD,"Time Dependent Perturbed Angular Distribution",1978Ha07,"PL 73B 127 (78)",indc-nds-0816
21,44,Sc,0,"3.97 h",2+,+2.498(5),CLS,"Resonance Cell Laser Spectroscopy",2011Av01,"J.Phys.G 38 025104 (2011)",indc-nds-0794
21,44,Sc,271,"58.6 h",6+,+3.831(12),CLS,"Resonance Cell Laser Spectroscopy",2011Av01,"J.Phys.G 38 025104 (2011)",indc-nds-0794
21,44,Sc,350,"3.1 ns",4+,+3.6(5),IPAD,"Integral Perturbed Angular Distribution",1975Ch37,"ZP A275 51 (75)",indc-nds-0816
21,44,Sc,68,"155 ns",1-,+0.342(6),TDPAC,"Time Dependent Perturbed Angular Correlation",1967Ri06,"PR 153 1209 (67)",indc-nds-0816
21,44,Sc,235,"6.1 ns",2-,+0.68(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1975Br12,"NuoCL 12 433 (75)",indc-nds-0816
21,45,Sc,0,stable,7/2-,+4.75400(8)),NMR,"Nuclear Magnetic Resonance",2016An22,"CPL 660 127 (2016)",indc-nds-0794
21,46,Sc,0,"83.79 d",4+,+3.040(8),CLS,"Resonance Cell Laser Spectroscopy",2011Av01,"J.Phys.G 38 025104 (2011)",indc-nds-0794
21,47,Sc,0,"3.35 d",7/2-,+5.34(2),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966Co13,"PR 141 1106 (66)",indc-nds-0794
21,47,Sc,767,"272 ns",(3/2)+,0.35(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1968Fo02,"PR 168 1228 (68)",indc-nds-0816
21,48,Sc,0,"43.7 h",6+,3.737(12),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2007Oh10,"HI 180 79 (07)",indc-nds-0794
21,49,Sc,0,"57.2 m",7/2-,(+)5.61(3),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2012Oh01,"PRL 109 032504 (12)",indc-nds-0794
22,43,Ti,0,"0.509 s",7/2-,0.85(2),b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",1993Ma67," HFI 78 123 (93)",indc-nds-0794
22,43,Ti,3066,"556 ns",(19/2-),+7.22(1),TDPAD,"Time Dependent Perturbed Angular Distribution",1978Ha07,"PL 73B 127 (78)",indc-nds-0816
22,44,Ti,1083,"3.1 ps",2+,+1.0(3),TF,"Transient Field integral perturbed angular correlation",2003Sc19,"PL B567 153 (03)",indc-nds-0816
22,45,Ti,0,"184.8 m",7/2-,0.095(2),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966Co19,"PR 148 1157 (66)",indc-nds-0794
22,45,Ti,39,"11.3 ns",5/2-,-0.08(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1977St12,"PR C15 1704 (77)",indc-nds-0816
22,46,Ti,2010,"1.62 ps",4+,+2.3(7),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
22,46,Ti,889,"5.32 ps",2+,+0.99(15),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
22,47,Ti,159,"210 ps",7/2-,-1.9(6),IPAD,"Integral Perturbed Angular Distribution",1977Bu10,"CJP 55 779 (77)",indc-nds-0816
22,48,Ti,2296,"0.76 ps",4+,+2.2(6),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
22,48,Ti,984,"4.04 ps",2+,+0.78(12),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
22,50,Ti,3198,"0.42 ns",6+,+9.3(10),IPAD,"Integral Perturbed Angular Distribution",1976Bo25,"NP A266 457 (76)",indc-nds-0816
22,50,Ti,1554,"1.06 ps",2+,+2.9(4),TF,"Transient Field integral perturbed angular correlation",2000Sp08,"PR C62 031301 (00)",indc-nds-0816
22,52,Ti,1050,"3.6 ps",2+,+1.7(4),TF,"Transient Field integral perturbed angular correlation",2006Sp02,"PL B633 219 (06)",indc-nds-0816
22,52,Ti,2318,"3.3 ps",4+,+1.8(6),TF,"Transient Field integral perturbed angular correlation",2006Sp02,"PL B633 219 (06)",indc-nds-0816
23,46,V,801,"1.02 ms",3+,+1.64(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Si15,"ZP A309 71 (82)",indc-nds-0816
23,48,V,0,"15.97 d",4+,"2.012 (11)",NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1980Bu11,"HFI 8 59 (80)",indc-nds-0794
23,48,V,308,"7.1 ns",2+,+0.44(2),TDPAC,"Time Dependent Perturbed Angular Correlation",1987Bi14,"HFI 34 61 (87)",indc-nds-0816
23,49,V,0,"330 d",7/2-,4.47(5),EPR,"Electron Paramagnetic Resonance",1957We17,"BAPS 2 31 (57)",indc-nds-0794
23,49,V,153,"19.9 ns",3/2-,+2.37(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1972Vi06,"PL 40B 638 (72)",indc-nds-0816
23,51,V,320,"184 ps",5/2-,+3.7(3),CEAD,"Integral Perturbed Angular Distribution after Coulomb Excitation",1968Ke09,"NP A120 540 (68)",indc-nds-0816
24,49,Cr,0,"41.9 m",5/2-,0.476(3),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1970Jo27,"PS 2 16 (70)",indc-nds-0794
24,49,Cr,4366,"1.67 ps",19/2-,8.4(12),TF,"Transient Field integral perturbed angular correlation",1993Pa22,"PR C48 1573 (93)",indc-nds-0816
24,50,Cr,1881,"2.2 ps",4+,+3.1(8),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
24,50,Cr,3164,"0.69 ps",6+,+4(1),TF,"Transient Field integral perturbed angular correlation",1994Pa34,"PR C50 2608 (94)",indc-nds-0816
24,50,Cr,4743,"0.28 ps",8+,+4.8(12),TF,"Transient Field integral perturbed angular correlation",1994Pa34,"PR C50 2608 (94)",indc-nds-0816
24,50,Cr,783,"9.67 ps",2+,+1.24(18),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
24,51,Cr,0,"27.7 d",7/2-,(-)0.934(5),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1970Ad07,"ArkF 40 457 (70)",indc-nds-0794
24,51,Cr,749,"3.3 ns",3/2-,-0.86(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1974Ko10,"IzF 38 155 (74)",indc-nds-0816
24,52,Cr,1434,"0.783 ps",2+,+2.4(4),TF,"Transient Field integral perturbed angular correlation",2000Er06,"PR C62 024305 (00)",indc-nds-0816
24,54,Cr,835,"8.0 ps",2+,+1.7(2),TF,"Transient Field integral perturbed angular correlation",2001Wa36,"PR C64 034320 (01)",indc-nds-0816
25,50,Mn,225,"1.75 m",5+,+2.76(1),TLS,"Trapped Laser Spectroscopy",2010Ch15,"PL B690 346 (10)",indc-nds-0794
25,51,Mn,0,"46.2 m",5/2-,+3.575(4),CLS,"Resonance Cell Laser Spectroscopy",2015Ba49,"PL B750 176 (2015)",indc-nds-0794
25,52,Mn,0,"5.80 d",6+,+3.0622(12),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966Ad03,"ArkF 31 549 (66)",indc-nds-0794
25,52,Mn,378,"21.1 m",2+,0.00766(8),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1971Jo10,"NP A166 306 (71)",indc-nds-0794
25,53,Mn,0,"3.7x106 y",7/2-,+5.033(5),CLS,"Resonance Cell Laser Spectroscopy",2016Ba44,"PL B760 387 (2016)",indc-nds-0794
25,53,Mn,378,"117 ps",5/2-,+3.3(3),IMPAC,"Perturbed Angular Correlation after Ion Implantation",1975Si08,"NP A243 1 (75)",indc-nds-0816
25,54,Mn,0,"312 d",3+,3.297(3),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,56,Mn,0,"2.58 h",3+,+3.240(2),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,57,Mn,0,"85.4 s",5/2-,+3.481(2),CLS,"Resonance Cell Laser Spectroscopy",2016Ba44,"PL B760 387 (2016)",indc-nds-0794
25,58,Mn,0,"3.0 s",1+,+2.623(2),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,58,Mn,72,"65.4 s",4+,+3.062(2),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,59,Mn,0,"4.6 s",5/2-,+3.494(3),CLS,"Resonance Cell Laser Spectroscopy",2016Ba44,"PL B760 387 (2016)",indc-nds-0794
25,60,Mn,0,"0.28 s",1+,+2.488(7),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,60,Mn,272,"1.77 s",4+,+3.400(2),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,61,Mn,0,"0.71 s",5/2-,+3.533(2),CLS,"Resonance Cell Laser Spectroscopy",2016Ba44,"PL B760 387 (2016)",indc-nds-0794
25,62,Mn,0,"92 ms",1+,+2.384(7),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,62,Mn,"0 + x","671 ms",4+,+3.170(3),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
25,63,Mn,0,"0.28 s",5/2-,+3.439(3),CLS,"Resonance Cell Laser Spectroscopy",2016Ba44,"PL B760 387 (2016)",indc-nds-0794
25,64,Mn,0,"90 ms",1+,+2.085(3),CLS,"Resonance Cell Laser Spectroscopy",2015He28,"PR C92 044311(2015)",indc-nds-0794
26,53,Fe,0,"8.52 m",7/2-,-0.65(1),CLS,"Resonance Cell Laser Spectroscopy",2017Mi19,"PR C96 054314 (2017)",indc-nds-0794
26,53,Fe,741,"64 ns",3/2-,-0.386(15),TDPAD,"Time Dependent Perturbed Angular Distribution",1989Ra17,"ARHMI 64 (74)",indc-nds-0816
26,54,Fe,2949,"1.22 ns",6+,8.2(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1971He21,"PRL 27 1587 (71)",indc-nds-0816
26,54,Fe,6527,"364 ns",10+,+7.28(1),TDPAD,"Time Dependent Perturbed Angular Distribution",1983Ra03,"PR C27 602 (83)",indc-nds-0816
26,54,Fe,1408,"0.76 ps",2+,+1.70(13),TF,"Transient Field integral perturbed angular correlation",2009Ea01,"PR C79 024304 (09)",indc-nds-0816
26,55,Fe,1317,"2 ps",7/2-,+2(2),IPAD,"Integral Perturbed Angular Distribution",1973Ke03,"CJP 51 707 (73)",indc-nds-0816
26,55,Fe,1408,"37.9 ps",7/2-,-2.4(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1973Ke03,"CJP 51 707 (73)",indc-nds-0816
26,55,Fe,931,"8 ps",5/2-,+2.7(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1973Ke03,"CJP 51 707 (73)",indc-nds-0816
26,56,Fe,847,"6.1 ps",2+,1.02(11),TF,"Transient Field integral perturbed angular correlation",2009Ea01,"PR C79 024303 (09)",indc-nds-0816
26,57,Fe,14,"98 ns",3/2-,-0.15531(18),ME,"Mossbauer Effect",1965Pe15,"PR 140 A875 (65)",indc-nds-0816
26,57,Fe,136,"8.7 ns",5/2-,+0.935(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Fa07,"PS 20 163 (79)",indc-nds-0816
26,59,Fe,0,"44.5 d",3/2-,-0.3358(4),NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",1996Oh02,"PR C54 554 (96)",indc-nds-0794
26,61,Fe,862,"238 ns",(9/2+),-1.031(9),TDPAD,"Time Dependent Perturbed Angular Distribution",2004Ma80,"PRL 93 142503 (2004)",indc-nds-0816
27,55,Co,0,"17.5 h",7/2-,+4.822(3),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1973Ca06,"NP A201 561 (73)/HFI 2 45 (76)",indc-nds-0794
27,56,Co,,,,3.99(6),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1986Ro28,"CzJP B36 1331 (86)",indc-nds-0794
27,56,Co,0,"77.2 d",4+,3.85(1),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1977St36,"JP C10 3651 (77)",indc-nds-0794
27,57,Co,1378,"19 ps",3/2-,+3.0(6),IPAD,"Integral Perturbed Angular Distribution",1970Va10,"ZP 233 477 (70)",indc-nds-0816
27,57,Co,,,,4.719(12),NMR/ME,"Nuclear Magnetic Resonance detected using the Mossbauer Effect",1974La19,"ZP A270 233 (74)",indc-nds-0794
27,57,Co,0,"272 d",7/2-,+4.720(10),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972Ni01,"JP C10 3651 (77)/Phca 57 1 (72)",indc-nds-0794
27,58,Co,,,,+4.040(14),EPR,"Electron Paramagnetic Resonance",1957Do38,"PR 108 60 (57)",indc-nds-0794
27,58,Co,111,"0.14 ns",3+,+2.2(4),IPAD,"Integral Perturbed Angular Distribution",1972Ha61,"NP A194 249 (72)",indc-nds-0816
27,58,Co,0,"70.8 d",2+,+4.044(8),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972Ni01,"Phca 57 1 (72)",indc-nds-0794
27,58,Co,53,"10.5 ms",4+,+4.184(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1970Be33,"NP A151 193 (70)",indc-nds-0816
27,59,Co,1292,"551 ps",3/2-,+2.54(12),IPAC,"Integral Perturbed Angular Correlation",1974Ba08,"PS 9 79 (74)",indc-nds-0816
27,60,Co,59,"10.5 m",2+,+4.40(9),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",L,"Cf69Mntr 91 (69)",indc-nds-0794
27,60,Co,0,"5.271 y",5+,+3.799(8),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972Ni01,"Phca 57 1 (72)",indc-nds-0794
28,55,Ni,0,"205 ms",7/2-,(-)0.98(3),b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009Be22,"PR C79 064305 (09)",indc-nds-0794
28,57,Ni,0,"35.6 h",3/2-,-0.7975(14),NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",1996Oh02,"PR C54 554 (96)",indc-nds-0794
28,58,Ni,1454,"0.65 ps",2+,+0.076(17),TF,"Transient Field integral perturbed angular correlation",2001Ke02,"PR C63 021302",indc-nds-0816
28,59,Ni,339,"68 ps",5/2-,+0.35(15),IPAD,"Integral Perturbed Angular Distribution",1974We05,"CJP 52 1137 (74)",indc-nds-0816
28,60,Ni,1332,"0.74 ps",2+,+0.32(6),TF,"Transient Field integral perturbed angular correlation",2001Ke02,"PR C63 021302",indc-nds-0816
28,61,Ni,67,"5.34 ns",5/2-,+0.480(6),ME,"Mossbauer Effect",1971Go31,"ZNat 26a 1931 (71)",indc-nds-0816
28,62,Ni,1173,"1.45 ps",2+,+0.33(5),TF,"Transient Field integral perturbed angular correlation",2001Ke02,"PR C63 021302",indc-nds-0816
28,63,Ni,0,"101 y",1/2-,+0.496(5),LRS,"Laser Resonance Spectroscopy",2017Dy01,"Eu Phys J A53 13",indc-nds-0794
28,63,Ni,1292,"3.3 ps",(9/2)+,-1.211(13),TDPAD,"Time Dependent Perturbed Angular Distribution",L,"PR B40 7633 (89)",indc-nds-0816
28,63,Ni,87,"1.67 ms",5/2-,+0.752(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1970Bl06,"PL 32B 41 (70)",indc-nds-0816
28,64,Ni,1346,"1.09 ps",2+,+0.37(6),TF,"Transient Field integral perturbed angular correlation",2001Ke02,"PR C63 021302 (01)",indc-nds-0816
28,65,Ni,0,"2.518 h",5/2-,0.69(6),NO/S,"Static Nuclear Orientation with gamma detection",1976Kr09,"PR C14 650 (76)",indc-nds-0794
28,65,Ni,1017,"25.6 ns",9/2+,-1.332(14),TDPAD,"Time Dependent Perturbed Angular Distribution",2005Ge09,"JPhys G31 S1439 (05)",indc-nds-0816
28,67,Ni,0,"21 s",(1/2)-,+0.601(5),NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",2000Ri14,"PRL 85 1392 (00)",indc-nds-0794
28,67,Ni,1007,"13 ms",(9/2+),0.56(3),TDPAD,"Time Dependent Perturbed Angular Distribution",2002Ge16,"JP G28 2993 (02)",indc-nds-0816
29,57,Cu,0,"196 ms",3/2-,+2.582(7),CLS,"Resonance Cell Laser Spectroscopy",2010Co01,"PR C81 014314 (10)",indc-nds-0794
29,58,Cu,0,"3.20 s",1+,+0.571(2),CLS,"Resonance Cell Laser Spectroscopy",2011Vi03,"PL B703 34 (2011)",indc-nds-0794
29,59,Cu,0,"81.5 s",3/2-,+1.8931(9),CLS,"Resonance Cell Laser Spectroscopy",2011Vi03,"PL B703 34 (2011)",indc-nds-0794
29,60,Cu,0,"23.7 m",2+,+1.2200(5),CLS,"Resonance Cell Laser Spectroscopy",2011Vi03,"PL B703 34 (2011)",indc-nds-0794
29,61,Cu,0,"3.34 h",3/2-,+2.1107(5),CLS,"Resonance Cell Laser Spectroscopy",2011Vi03,"PL B703 34 (2011)",indc-nds-0794
29,62,Cu,0,"9.67 m",1+,-0.3800(4),CLS,"Resonance Cell Laser Spectroscopy",2011Vi03,"PL B703 34 (2011)",indc-nds-0794
29,62,Cu,41,"4.6 ns",2+,+1.10(10),TDPAC,"Time Dependent Perturbed Angular Correlation",1993Lo10,"HFI 77 103 (93)",indc-nds-0816
29,62,Cu,390,"11 ns",4+,+2.67(16),TDPAD,"Time Dependent Perturbed Angular Distribution",1973Bl07,"ZP 263 169 (73)",indc-nds-0816
29,63,Cu,4498,"4.1 ns",17/2+,+1.56(10),IPAD,"Integral Perturbed Angular Distribution",1983Ka24,"NP A406 533 (83)",indc-nds-0816
29,64,Cu,0,"12.7 h",1+,-0.2166(4),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,64,Cu,1594,"20.4 ns",6-,+1.06(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1972Bl16,"NP A197 620 (72)",indc-nds-0816
29,65,Cu,1115,"0.28 ps",5/2-,+4.5(9),IPAD,"Integral Perturbed Angular Distribution",1979Da20,"IzF 43 2148 (79)",indc-nds-0816
29,66,Cu,0,"5.1 m",1+,-0.2826(8),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,66,Cu,1154,"0.60 ms",6-,+1.038(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1972Bl16,"NP A197 620 (72)",indc-nds-0816
29,67,Cu,0,"61.8 h",3/2-,+2.5171(6),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,68,Cu,0,"30.9 s",1+,+2.3960(6),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,68,Cu,721,"3.75 m",6-,+1.1561(6),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,68,Cu,84,"7.84 ns",2+,2.857(6),TDPAC,"Time Dependent Perturbed Angular Correlation",2016Fe08,"EPL 115 62002 (2016)",indc-nds-0816
29,69,Cu,0,"2.85 m",3/2-,+2.8415(10),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,69,Cu,2742,"0.36 ms",(13/2+),1.61(6),TDPAD,"Time Dependent Perturbed Angular Distribution",2016Ku11,"PR C93 054313 (2016)",indc-nds-0816
29,70,Cu,0,"44.5 s",6-,+1.3681(5),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,70,Cu,101,"33 s",3-,-3.3679(15),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,70,Cu,242,"6.6 s",1+,+1.7799(15),CLS,"Resonance Cell Laser Spectroscopy",2010VI07,"PR C82 064311 (10)",indc-nds-0794
29,74,Cu,0,"1.63 s",2-,-1.0670(12),CLS,"Resonance Cell Laser Spectroscopy",2017De30,"PR C96 041302(R)(2017)",indc-nds-0794
29,75,Cu,0,"1.22 s",5/2-,+1.0069(10),CLS,"Resonance Cell Laser Spectroscopy",2017De30,"PR C96 041302(R)(2017)",indc-nds-0794
29,76,Cu,0,"641 ms",3-,-1.0907(15),CLS,"Resonance Cell Laser Spectroscopy",2017De30,"PR C96 041302(R)(2017)",indc-nds-0794
29,77,Cu,0,"467 ms",5/2-,+1.5963(17),CLS,"Resonance Cell Laser Spectroscopy",2017De30,"PR C96 041302(R)(2017)",indc-nds-0794
29,78,Cu,0,"335 ms",(6-),+0.238(3),CLS,"Resonance Cell Laser Spectroscopy",2017De30,"PR C96 041302(R)(2017)",indc-nds-0794
30,62,Zn,954,"2.9 ps",2+,+0.7(2),TF,"Transient Field integral perturbed angular correlation",2002Ke02,"PR C65 034308 (02)",indc-nds-0816
30,63,Zn,0,"38.4 m",3/2-,-0.28143(5),OD,"Optical Double Resonance",1969La05,"PR 177 1606 (69)",indc-nds-0794
30,64,Zn,4635,"94 ps",7-,"1.6(3) ",RIGV,"Recoil into gas or vacuum",1983Ba69,"ZP A314 55 (83)",indc-nds-0816
30,64,Zn,2307,"0.78 ps",4+,+2.0(6),TF,"Transient Field integral perturbed angular correlation",2005Le12,"PR C71 034303 (2005)",indc-nds-0816
30,64,Zn,2999,"0.15 ps",3+,+1.5(9),TF,"Transient Field integral perturbed angular correlation",2005Le12,"PR C71 034303 (2005)",indc-nds-0816
30,64,Zn,992,"1.94 ps",2+,+0.89(14),TF,"Transient Field integral perturbed angular correlation",2005Le12,"PR C71 034303 (2005)",indc-nds-0816
30,65,Zn,1066,"0.57 ns",9/2+,1.1(2),IPAD,"Integral Perturbed Angular Distribution",1992Be51,"CJP 53 2544 (75)",indc-nds-0816
30,65,Zn,115,"444 ps",3/2-,-0.8(2),IPAD,"Integral Perturbed Angular Distribution",1975We08,"NP A241 332 (75)",indc-nds-0816
30,65,Zn,207,"150 ps",3/2-,+0.7(3),IPAD,"Integral Perturbed Angular Distribution",1975We08,"NP A241 332 (75)",indc-nds-0816
30,65,Zn,0,"244.1 d",5/2-,+0.7684(2),OD,"Optical Double Resonance",1964By01,"PR 134 A47 (64)",indc-nds-0794
30,66,Zn,4076,"30 ps",6-,0.9(2),RIGV,"Recoil into gas or vacuum",1983Ba69,"ZP A314 55 (83)",indc-nds-0816
30,66,Zn,4252,"133 ps",7-,1.0(2),RIGV,"Recoil into gas or vacuum",1983Ba69,"ZP A314 55 (83)",indc-nds-0816
30,66,Zn,1039,"1.68 ps",2+,+1.06(16),TF,"Transient Field integral perturbed angular correlation",2006Le24,"PR C73 064305 (10)",indc-nds-0816
30,66,Zn,2451,"0.76 ps",4+,+2.2(8),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,66,Zn,2826,"0.18 ps",3-,+2.1(9),TF,"Transient Field integral perturbed angular correlation",2006Le24,"PR C73 064305 (10)",indc-nds-0816
30,67,Zn,185,"1.04 ns",3/2-,+0.50(6),IPAC,"Integral Perturbed Angular Correlation",1969Bo41,"APPo 36 1065 (69)",indc-nds-0816
30,67,Zn,93,"9.1 ms",1/2-,+0.587(11),ME,"Mossbauer Effect",1988Ik02,"PR B38 6380 (88)",indc-nds-0816
30,67,Zn,604,"333 ns",9/2+,-1.097(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1973Be56,"NP A215 486 (73)",indc-nds-0816
30,68,Zn,1077,"1.61 ps",2+,+1.08(16),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,68,Zn,1883,"1.0 ps",2+,+1.1(2),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,68,Zn,2417,"0.73 ps",4+,+0.6(6),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,68,Zn,2750,"0.26 ps",3-,+1.2(16),TF,"Transient Field integral perturbed angular correlation",2007Bo04,"PR C75 021302(R) (07)",indc-nds-0816
30,69,Zn,0,"56.4 m",1/2-,+0.557(2),CLS,"Resonance Cell Laser Spectroscopy",2017Wr01,"PL B771 385 (2017)",indc-nds-0794
30,69,Zn,439,"13.7 h",9/2+,1.1605(7),CLS,"Resonance Cell Laser Spectroscopy",2017Wr01,"PL B771 385 (2017)",indc-nds-0794
30,70,Zn,1759,"1.9 ps",2+,+0.8(4),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,70,Zn,1786,"1.9 ps",4+,+0.8(5),TF,"Transient Field integral perturbed angular correlation",2010Mo14,"PR C82 014301 (2010)",indc-nds-0816
30,70,Zn,885,"3.7 ps",2+,+0.76(12),TF,"Transient Field integral perturbed angular correlation",2009Mu06,"PR C79 054310 (09)",indc-nds-0816
30,71,Zn,0,"2.45 m",1/2-,+0.551(1),CLS,"Resonance Cell Laser Spectroscopy",2017Wr01,"PL B771 385 (2017)",indc-nds-0794
